,name,artists:name,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
138,Yellow House,Softengine,spotify:track:0utQYjH6sVVaqnBQFj4R4J,213133,0.577,0.845,7,-6.38,0,0.0379,0.00692,0.0,0.223,0.345,115.001,4
139,Platinaa,Janne Ordén,spotify:track:6MDl3PCIz6h6ImkUpqurvE,183040,0.633,0.695,10,-6.789,0,0.146,0.0277,0.0,0.338,0.555,165.244,4
140,Rude,MAGIC!,spotify:track:6RtPijgfPKROxEzTHNRiDp,224840,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4
141,Maradona (kesä ´86),Teflon Brothers,spotify:track:7LpqSvZvaRtcUcSKas6dYK,227266,0.667,0.599,5,-6.827,0,0.0486,0.012,0.0,0.12,0.681,120.038,4
142,Maps,Maroon 5,spotify:track:6chdRBWviHlm7JAtwgflBP,189840,0.743,0.717,1,-5.521,0,0.0299,0.0223,0.0,0.0678,0.88,120.025,4
143,Perjantai 13.,Nikke Ankara,spotify:track:74JdLqtaJtDM6I6p282Ahh,196280,0.526,0.84,9,-4.325,0,0.195,0.145,0.0,0.13,0.608,79.642,4
144,S&M Remix,"Rihanna, Britney Spears",spotify:track:3rqe57UvA8vxlzRuiAx4P5,257293,0.819,0.796,1,-3.397,1,0.0546,0.0609,0.0,0.0647,0.886,127.931,4
145,Mr. Saxobeat - Radio Edit,Alexandra Stan,spotify:track:7e320tQuzm28o3vpHMSgjz,195105,0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004,4
146,How to Be a Heartbreaker,MARINA,spotify:track:1RDNH7V9Odx6gOZJ4Siehj,221493,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,4
147,We Found Love,"Rihanna, Calvin Harris",spotify:track:14fmbvjYLqRZEXz1VZdM2M,215760,0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,4
148,Heartbeat,"Enrique Iglesias, Nicole Scherzinger",spotify:track:6x2w38zlkGYihidW7BpJ4m,256079,0.568,0.892,10,-3.205,1,0.101,0.0258,0.0,0.302,0.39,129.997,4
149,I Like It,"Enrique Iglesias, Pitbull",spotify:track:6wo5g4E5BjUMW4qKUo50Mt,232186,0.647,0.943,10,-2.866,0,0.0849,0.0202,0.0,0.0607,0.707,129.006,4
150,She Looks So Perfect,5 Seconds of Summer,spotify:track:0BhZWr9gPZNlVdWWigvYA9,202496,0.495,0.959,1,-3.712,0,0.137,0.000714,0.0,0.36,0.431,159.993,4
151,Catch My Breath,Kelly Clarkson,spotify:track:7kAYyzVhWr3nSqAC7CUOWK,251506,0.691,0.946,9,-3.221,1,0.0678,0.0259,0.0,0.0897,0.517,124.021,4
152,DUELE EL CORAZON (feat. Wisin),"Enrique Iglesias, Wisin",spotify:track:6YZdkObH88npeKrrkb8Ggf,199693,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,4
153,Into You,Ariana Grande,spotify:track:7yHEDfrJNd0zWOfXwydNH0,244453,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,4
154,Middle,"DJ Snake, Bipolar Sunshine",spotify:track:2Fn3coxd0xAZ09JtrgcgHa,220573,0.604,0.745,9,-4.103,1,0.0385,0.0161,0.0,0.0542,0.205,104.941,4
155,You Know You Like It,"DJ Snake, AlunaGeorge",spotify:track:1sNSG13fsK6KPKKNIQXXrh,247266,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4
156,Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",spotify:track:4WjH9Bzt3kx7z8kl0awxh4,176561,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4
157,"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)","Major Lazer, MOTi, Ty Dolla $ign, Wizkid, Kranium",spotify:track:6dLLEE96JRnX1ngkL77yiA,186447,0.704,0.784,7,-4.463,0,0.142,0.00283,0.0,0.419,0.656,100.083,4
158,7/11,Beyoncé,spotify:track:02M6vucOvmRfMxTXDUwRXu,213506,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,4
159,On My Mind,Ellie Goulding,spotify:track:4nS1sut0R2mgmFitKIShVe,213445,0.702,0.705,0,-6.665,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,4
160,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",spotify:track:5b2bu6yyATC1zMXDGScJ2d,192560,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,4
161,Poker Face,Lady Gaga,spotify:track:3OT3Kg4jyVkdZm4Ncz6JgX,237213,0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.794,119.0,4
162,Stronger,Kanye West,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,311866,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98,4
163,Tacatà - Radio Edit,Tacabro,spotify:track:62pIfDe2RdhUfYmRWdo9ZJ,210000,0.812,0.857,4,-6.034,1,0.103,0.0083,0.0,0.354,0.651,126.951,4
164,Payphone - Cutmore Remix,"Maroon 5, Wiz Khalifa",spotify:track:5bGHlQpI8SiH2BCpwrJf0e,191640,0.566,0.903,11,-4.622,1,0.139,0.000837,0.0,0.209,0.551,128.098,4
165,"Back in Time - featured in ""Men In Black 3""",Pitbull,spotify:track:2U2ONBrf1HJCDxQlynpD6J,205680,0.731,0.915,0,-4.453,1,0.043,0.00191,1.16e-06,0.324,0.789,127.086,4
166,Back 2 Life (Live It Up) (feat. T.I.),"Sean Kingston, T.I.",spotify:track:39IwhUzRgupGFdmlgrj7uG,203013,0.646,0.844,5,-4.569,1,0.0455,0.0537,0.0,0.164,0.101,97.915,4
167,Anywhere in the World - Radio Edit,"Mark Ronson, Katy B",spotify:track:6uqAo0E8nK5jlqKnbTynDa,233360,0.63,0.772,9,-6.088,0,0.0525,0.00235,0.0,0.353,0.374,119.984,4
168,Marilyn Monroe,Nicki Minaj,spotify:track:55hYV5XPhnUtpRbzMYqzJG,196426,0.524,0.932,7,-3.538,1,0.0475,0.311,0.0,0.354,0.481,172.149,4
169,TTYLXOX,Bella Thorne,spotify:track:1nIDYHvLaZnD5lEf66SH80,154773,0.819,0.683,7,-6.144,1,0.156,0.00291,0.122,0.254,0.671,112.007,4
170,As Long As You Love Me,"Justin Bieber, Big Sean",spotify:track:4rvtlpAeDuOn4baUJPCEhy,229466,0.579,0.871,0,-3.385,0,0.109,0.0679,0.0,0.353,0.601,139.841,4
171,Ready For Love,Cascada,spotify:track:2YcjOmuHNUiwYjjQMdAKzB,204994,0.667,0.994,1,-5.527,0,0.0521,0.00301,4.57e-05,0.094,0.787,142.016,4
172,Summer of Love,Cascada,spotify:track:7i0Ygv8i2z8wyQasGQWE3O,215733,0.56,0.731,8,-5.727,1,0.0481,0.00311,1.79e-05,0.201,0.519,127.962,4
173,Don't Wake Me Up,Chris Brown,spotify:track:50ZWOpzh5i1Y6aBlstiflU,222293,0.601,0.691,10,-5.223,1,0.0474,0.0563,0.0,0.146,0.223,127.995,4
174,Sick Of You,Selena Gomez & The Scene,spotify:track:548e8kJ1vpf8SZnWTOVS2X,203306,0.544,0.78,10,-3.811,1,0.064,0.0161,0.0,0.0351,0.466,147.958,4
175,Best Thing I Never Had,Beyoncé,spotify:track:5OrX4PR74Ttezdj5soO1BV,253746,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,4
176,This Is Love,"will.i.am, Eva Simons",spotify:track:0KaU5T2268e0B1tKSVsiah,279026,0.54,0.809,0,-3.397,0,0.0445,0.0043,0.0,0.142,0.257,129.01,4
177,#thatPOWER,"will.i.am, Justin Bieber",spotify:track:4DQHskgY5OOkwn9xavjv1g,279506,0.794,0.603,6,-6.127,0,0.0615,0.00158,9.5e-05,0.0773,0.402,127.997,4
178,Without You (feat. Usher),"David Guetta, Usher",spotify:track:3UN6cIn3VIyg0z1LCuFSum,208133,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4
179,Kill Em With Kindness,Selena Gomez,spotify:track:7KxhSJOYiqCDclXDBNlFSZ,217906,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,4
180,The Girl (feat. Cozi Zuehlsdorff),"Hellberg, Cozi Zuehlsdorff",spotify:track:2TsMgZTaacXikcOAEezzyk,265659,0.49,0.72,9,-3.797,0,0.0351,0.0691,0.0,0.121,0.428,125.993,4
181,Propaganda,DJ Snake,spotify:track:0HstjVSwNBbX81tRkuORFP,249613,0.672,0.949,1,-3.016,1,0.0942,0.0024,0.543,0.64,0.235,150.109,4
182,I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",spotify:track:7crplFzt7spG80NCbpmuCp,223826,0.657,0.769,9,-4.591,0,0.115,0.123,0.0,0.245,0.712,113.966,4
183,Lifetime (feat. Kyler England),"Yellow Claw, Tiësto, Kyler England",spotify:track:5ceESY61Bf9pJ0Jjh6YK6s,216343,0.572,0.701,8,-5.188,1,0.0654,0.0523,1.41e-05,0.635,0.34,149.964,4
184,Machi,"Borgeous, Ryos",spotify:track:16XU9mAbzAId6xAIKetuRj,211943,0.53,0.863,6,-3.069,1,0.0605,0.00193,0.0,0.0392,0.374,127.96,4
185,No Place Like Home (feat. Rosette) - Radio Edit,"Blasterjaxx, Rosette",spotify:track:4WPeb1WaiC7Xvc9XkG3HBR,206250,0.658,0.793,4,-4.649,0,0.0485,0.0638,0.0177,0.18,0.344,127.97,4
186,Stressed Out,Twenty One Pilots,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,202333,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4
187,Make It Home - Radio Edit,"Mike Candys, Clyde Taylor",spotify:track:3Frb3dNACuEXjDJMgdKA9e,195117,0.692,0.792,6,-4.599,0,0.0329,0.00889,0.606,0.47,0.431,127.989,4
188,Memories - Radio Edit,"KSHMR, Bassjackers, Sirah",spotify:track:7DcY0SUvSIcIjHeSGhTXDk,185639,0.521,0.728,8,-5.005,0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07,4
189,When I Look At You,Miley Cyrus,spotify:track:6WLArSQvdGhiuTgyoX7HkB,249666,0.448,0.561,6,-4.003,1,0.0285,0.131,0.0,0.0949,0.219,137.949,3
190,Alien,Britney Spears,spotify:track:3eBxSM7L8AL5wcYd1t4NC0,236000,0.611,0.732,0,-6.078,1,0.0314,0.262,0.00352,0.266,0.375,111.984,4
191,Unusual You,Britney Spears,spotify:track:5yFDS6dDzjjmGFVaYcwPAB,261000,0.629,0.726,0,-9.679,0,0.103,0.205,0.00506,0.103,0.473,123.974,4
192,Beautiful Pain,"Eminem, Sia",spotify:track:0mwXfPCm4AMaz9J0Cn7FXJ,265025,0.682,0.813,6,-4.549,0,0.443,0.0665,0.0,0.136,0.435,165.439,4
193,When I'm Gone,Eminem,spotify:track:5hfttriYehiYRo1Vf5vIG2,281120,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068,4
194,Anna mä meen (feat. Jonne Aaron),"Cheek, Jonne Aaron",spotify:track:1DJQZMuGTdE3MN0nwfIH7v,244506,0.775,0.887,6,-4.668,0,0.0796,0.0579,0.0,0.159,0.732,99.966,4
195,Because of You,Kelly Clarkson,spotify:track:3PHYPaguCDKLK1a9cp3uXZ,219493,0.584,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.93,4
196,Me ei olla enää me,SANNI,spotify:track:5FcbLrXeBPqtOUTEt6e38v,232480,0.571,0.791,5,-5.091,1,0.0323,0.00105,8.35e-05,0.0368,0.342,120.067,4
197,Just A Dream,Nelly,spotify:track:1xnPVj6jmYCedHG37IE2cc,237866,0.465,0.76,1,-6.117,1,0.0336,0.0407,0.0,0.126,0.106,180.136,4
198,Crying for No Reason,Katy B,spotify:track:3DDxYAT7Nuj0tfkHICWYi3,243240,0.664,0.712,1,-4.847,0,0.0343,0.393,0.000519,0.0789,0.221,111.976,4
199,Cool Kids,Echosmith,spotify:track:13P5rwmk2EsoFRIz9UCeh9,237626,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4
200,A Sky Full of Stars,Coldplay,spotify:track:6HFbq7cewJ7rPiffV0ciil,267866,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4
201,The One That Got Away,Katy Perry,spotify:track:3oL3XRtkP1WVbMxf7dtTdu,227333,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,4
202,Fix You,Coldplay,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,295533,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4
203,Lohtu,"Live Aid Uusi Lastensairaala 2017, Cheek, Jari Sillanpää, Jenni Vartiainen, Jesse Kaikuranta, Johanna Kurkela, Jorma Uotinen, Juha Tapio, Lauri Tähkä, Lilli Paasikivi, Matti Salminen, Pekka Kuusisto, Peter Franzen, Riki Sorsa, Samu Haber, Samuli Edelmann, Tuomas Holopainen, Lauri Ylönen",spotify:track:22yDwXNiJlO7UOPud3q2fm,271002,0.503,0.699,9,-6.204,0,0.0284,0.0913,2.07e-05,0.173,0.36,86.047,4
204,Koska Sä Eroot,Nikke Ankara,spotify:track:4kPj9bSq11ngSO3M4OX2fc,222401,0.663,0.852,7,-5.173,1,0.127,0.122,0.0,0.317,0.807,170.048,4
205,Päästä mut pois,"Mikael Gabriel, Diandra",spotify:track:3PocQjgKV9KNY4IdC04FHJ,201866,0.636,0.771,9,-5.337,0,0.215,0.404,1.15e-06,0.0689,0.422,80.002,4
206,Can You See Me?,Krista Siegfrids,spotify:track:2sQ8XbHuqohGcp6HMXnfqQ,233653,0.353,0.257,11,-11.396,1,0.0424,0.24,1.34e-06,0.0852,0.1,184.085,4
207,Prinsessoja & astronautteja,SANNI,spotify:track:1M3YlNZcSTvRzS7zrlw6B2,237493,0.727,0.656,1,-6.951,0,0.0503,0.028,0.00508,0.131,0.316,86.018,4
208,Broken Ones,Jacquie,spotify:track:0VYCUWNFIYLIOQqu3bFzs0,229404,0.445,0.721,11,-4.016,0,0.0471,0.0598,0.0,0.129,0.212,147.902,4
209,Mockingbird,Eminem,spotify:track:17baAghWcrewNOcc9dCewx,251266,0.621,0.672,4,-3.892,0,0.276,0.21,0.0,0.13,0.228,83.808,4
210,Night Changes,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,226600,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,4
211,Skyscraper,Demi Lovato,spotify:track:2mrbEQOtsP73M2GWsfYzqW,222440,0.582,0.605,7,-3.264,1,0.0321,0.12,0.0,0.129,0.161,103.885,4
212,Breathe Me,Sia,spotify:track:7jqzZyJJLrpkRFYGpkqSK6,272800,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,4
213,Viimeisen kerran,"Mikael Gabriel, Diandra",spotify:track:0mvQHETM9iteQnMJVSE4UO,208706,0.523,0.713,6,-4.312,0,0.0876,0.436,0.0,0.106,0.35,158.047,4
214,Young And Beautiful,Lana Del Rey,spotify:track:5UzTtUZper0CphnqZYvsIu,236053,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-06,0.108,0.159,114.553,4
215,Sun särkyä anna mä en,Johanna Kurkela,spotify:track:5lsHYb8VxfWC8sbh9shDNI,184506,0.406,0.482,4,-7.986,1,0.0267,0.118,0.000255,0.127,0.195,77.932,4
216,Invisible,Skylar Grey,spotify:track:6bpK4LLYNuSkXnvi91Rtu4,252680,0.641,0.891,3,-3.966,1,0.0374,0.0089,2.87e-06,0.116,0.583,92.699,4
217,Skinny Love,Birdy,spotify:track:4RL77hMWUq35NYnPLXBpih,201080,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,4
218,Complicated,Avril Lavigne,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,244506,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,4
219,Turning Tables,Adele,spotify:track:0X1FYVkgy7Tfw79cY3C7lx,250000,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,4
220,Next to Me,Otto Knows,spotify:track:6ZixfeFT8V0Nle1rMZAekY,202169,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06,4
221,You,Galantis,spotify:track:6FLNeNUhazLGqiScpmcmP5,221286,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972,4
222,Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",spotify:track:66hayvUbTotekKU3H4ta1f,250285,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4
223,Take Ü There (feat. Kiesza),"Jack Ü, Skrillex, Diplo, Kiesza",spotify:track:2RpKh7kXSdO8NLrW9VQ46p,210000,0.542,0.879,6,-1.427,0,0.0921,0.0523,0.0,0.171,0.118,159.888,4
224,Stole the Show,"Kygo, Parson James",spotify:track:4iZPNYqzI2L0uwuUKun7Aa,222801,0.679,0.662,8,-6.069,0,0.174,0.155,0.0,0.152,0.438,99.879,4
225,Need You Right Now (feat. Mike Tompkins),"Bethany Mota, Mike Tompkins",spotify:track:3iftD7fIFcjnh24O2NfvLI,211962,0.66,0.586,11,-4.648,1,0.0356,0.0623,0.0,0.515,0.653,139.99,4
226,Old Thing Back (feat. Ja Rule and Ralph Tresvant),"Matoma, The Notorious B.I.G., Ja Rule, Ralph Tresvant",spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,321649,0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033,4
227,I'm Gonna Show You Crazy,Bebe Rexha,spotify:track:5LtNBCM2ve0SxP0dlRVvMu,207775,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,4
228,Samsara 2015,"Tungevaag, Emila",spotify:track:5tZeGPDLhJqxJES1RL5RTb,211884,0.52,0.641,11,-6.463,0,0.0322,0.00429,0.000895,0.132,0.6,127.946,4
229,Firestone,"Kygo, Conrad Sewell",spotify:track:2sNvitW3TxiTeC9xT9f2ZZ,273684,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,4
230,Freedom,"AFROJACK, D-wayne, Jack McManus",spotify:track:1HInCBFnnRFfr6NuK70Bap,243973,0.621,0.838,5,-5.28,1,0.0342,0.0942,0.076,0.176,0.186,128.015,4
231,Born to Make You Happy,Britney Spears,spotify:track:0B1wjAs2UKxKw80zTfjJXU,243506,0.636,0.936,7,-4.01,1,0.047,0.118,0.00044,0.0645,0.686,84.135,4
232,Judas,Lady Gaga,spotify:track:4yQmDtjax2Ye9wY8EPAO1x,249066,0.661,0.936,10,-3.832,0,0.0744,0.000959,1.45e-05,0.36,0.558,130.998,4
233,Alejandro,Lady Gaga,spotify:track:44XBLYMVEt5vJcb5qXfQ7V,274213,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,4
234,LoveGame,Lady Gaga,spotify:track:0dIQM8VB2QkE2t9FNWBVFs,216333,0.894,0.678,6,-5.611,0,0.0524,0.00568,2.15e-06,0.305,0.843,105.026,4
235,Starstruck,"Lady Gaga, Space Cowboy, Flo Rida",spotify:track:5JdhyMlCbplg7fRbD2dZDw,216626,0.876,0.633,8,-5.938,0,0.14,0.0237,0.0,0.051,0.519,103.006,4
236,This Is How We Do,Katy Perry,spotify:track:1Qqn2zEWaurso48M5YYI4G,204285,0.685,0.638,9,-6.075,0,0.0473,0.0224,0.0,0.0833,0.81,96.028,4
237,Dark Horse,"Katy Perry, Juicy J",spotify:track:3dcnygRsyW2U390tK79Ck5,215672,0.644,0.581,6,-6.144,1,0.0513,0.00408,0.0,0.145,0.342,131.907,4
238,Teenage Dream,Katy Perry,spotify:track:55qBw1900pZKfXJ6Q9A2Lc,227760,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,4
239,Part Of Me,Katy Perry,spotify:track:1nZzRJbFvCEct3uzu04ZoL,216160,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,4
240,Wide Awake,Katy Perry,spotify:track:5JLv62qFIS1DR3zGEcApRt,220946,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,4
241,Dark Side,Kelly Clarkson,spotify:track:2VFMVOLcDNoknXL2ILhdpp,224506,0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969,4
242,Smile,Avril Lavigne,spotify:track:6DC2lFphCOFtzm9SDYIlBX,209453,0.63,0.851,1,-3.845,0,0.0479,0.00259,2.22e-06,0.0721,0.65,105.042,4
243,Hot,Avril Lavigne,spotify:track:6z7fZRrQfOH3ZjWEkC4QhC,202973,0.6,0.938,8,-3.806,1,0.0821,0.0173,0.0,0.355,0.469,144.951,4
244,F**kin' Perfect,P!nk,spotify:track:4SEZthmPtszZPaktPLRX6J,213413,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,4
245,Cheers (Drink To That),Rihanna,spotify:track:5Lm8wha7kmEuqyjJ237HNM,261746,0.572,0.913,9,-3.626,1,0.0425,0.018,0.0,0.293,0.724,79.986,4
246,ROCKSTAR 101,"Rihanna, Slash",spotify:track:0V1QctBNCIGMeJ7oKa4mb7,238893,0.343,0.65,1,-4.624,1,0.0909,0.0299,0.0,0.646,0.315,170.697,5
247,Russian Roulette,Rihanna,spotify:track:2e2XwMMNEdERsHLpOg7aEM,227533,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,4
248,Best Thing I Never Had,Beyoncé,spotify:track:20BubhRYSjCIchDA4O9wNK,253746,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,4
249,Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",spotify:track:0TwBtDAWpkpM3srywFVOV5,235933,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,4
250,Baby Don't Lie,Gwen Stefani,spotify:track:26aVIjuka4gVm6EHy0NJrj,202533,0.688,0.555,10,-5.418,0,0.0323,0.0114,0.315,0.102,0.27,99.973,4
251,Automatic,Nicki Minaj,spotify:track:4yumVfpFGiwuTMFgWUi6f3,198066,0.731,0.765,5,-4.337,1,0.0512,0.102,0.0749,0.138,0.638,127.992,4
252,Who Says,Selena Gomez & The Scene,spotify:track:5kWw3W3exXghYGU9Jg64GH,195613,0.678,0.933,6,-2.937,0,0.053,0.0742,0.0,0.157,0.787,101.009,4
253,Remember December,Demi Lovato,spotify:track:1SSVaHiGFdSwoLEw3PK77G,191760,0.467,0.845,1,-6.131,1,0.0785,0.00122,0.0,0.112,0.651,179.949,4
254,Who Owns My Heart,Miley Cyrus,spotify:track:4SktAKdkIAol1CMM6ypPlh,214853,0.567,0.83,9,-4.903,0,0.118,0.0177,0.0,0.0863,0.41,135.877,4
255,Better Than I Know Myself,Adam Lambert,spotify:track:3Fsjt1h1p2o86pC2lQopJc,216173,0.484,0.812,10,-4.743,1,0.138,0.0322,0.0,0.18,0.308,109.452,5
256,Love Me,Justin Bieber,spotify:track:1iCg2UMRHem15MWK1GqCdP,191573,0.729,0.868,3,-3.319,1,0.0609,0.00939,0.0,0.283,0.632,124.957,4
257,Rain Over Me (feat. Marc Anthony),"Pitbull, Marc Anthony",spotify:track:2cZrrQMjB63c0iIugYH9zS,231573,0.61,0.906,0,-2.117,1,0.0648,0.00416,0.0,0.758,0.294,127.916,4
258,Me And My Broken Heart,Rixton,spotify:track:2rJojRundKuKFgbvmCAYva,193826,0.545,0.775,5,-4.325,0,0.0349,0.00636,0.0,0.192,0.516,174.086,4
259,Magic,Coldplay,spotify:track:27jdUE1EYDSXZqhjuNxLem,285014,0.738,0.482,6,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,4
260,The Way,"Ariana Grande, Mac Miller",spotify:track:0S4RKPbRDA72tvKwVdXQqe,227026,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,4
261,If We Ever Meet Again,"Timbaland, Katy Perry",spotify:track:0PRqWiyOFMHVee81mr1bp6,263177,0.645,0.606,8,-7.157,1,0.0301,0.00796,0.0,0.0751,0.369,126.008,4
262,Save The World - Extended Mix,Swedish House Mafia,spotify:track:4xTIknzHtjrqRQ1hlL2T8W,410897,0.654,0.734,0,-6.216,1,0.112,0.00314,0.000249,0.0802,0.241,126.995,4
263,This Is What You Came For,"Calvin Harris, Rihanna",spotify:track:0azC730Exh71aQlOt9Zj3y,222160,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
264,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine",spotify:track:0qOnSQQF0yzuPWsXrQ9paz,210960,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,4
265,Starships,Nicki Minaj,spotify:track:2EBCVPNAG46nbgs6jXPGvv,210626,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,4
266,Die Young,Kesha,spotify:track:6mnjcTmK8TewHfyOp3fC9C,211920,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,4
267,Airplanes (feat. Hayley Williams of Paramore),"B.o.B, Hayley Williams",spotify:track:6lV2MSQmRIkycDScNtrBXO,180480,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,4
268,Animals,Maroon 5,spotify:track:7uolkTLavH97itenLjNmx9,231013,0.459,0.741,4,-6.43,0,0.0495,0.000189,0.0,0.481,0.344,189.879,4
269,Hangover,"Taio Cruz, Flo Rida",spotify:track:2tftivjRsvKs0jFH9h3Ti8,244906,0.599,0.885,3,-3.232,1,0.0463,0.00892,0.0,0.0699,0.576,128.048,4
270,Demons,Imagine Dragons,spotify:track:2Oehrcv4Kov0SuIgWyQY9e,175200,0.327,0.71,3,-2.928,1,0.0547,0.202,9e-05,0.28,0.416,179.561,4
271,Replay,Iyaz,spotify:track:4E5P1XyAFtrjpiIxkydly4,182306,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,4
272,Wild Ones (feat. Sia),"Flo Rida, Sia",spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,232946,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,4
273,Payphone,"Maroon 5, Wiz Khalifa",spotify:track:1XGmzt0PVuFgQYYnV2It7A,231173,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,4
274,Am I Wrong,Nico & Vinz,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,245866,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,4
275,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","Pitbull, Ne-Yo, AFROJACK, Nayer",spotify:track:4QNpBfC0zvjKqPJcyqBy9W,252306,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,4
